id,codigomex2,nombre_del_alimento,energ_kcal,carbohydrt,lipid_tot,protein
1,1000,"ACEITE, DE AJONJOLI",884,0,100,0
2,1001,"ACEITE, DE ALGODON",884,0,100,0
3,1002,"ACEITE, DE CACAHUATE",884,0,100,0
4,1003,"ACEITE, DE CANOLA",884,0,100,0
5,1004,"ACEITE, DE CANOLA",884,0,100,0
6,1005,"ACEITE, DE CARTAMO",884,0,100,0
7,1006,"ACEITE, DE COCO",892,0,99.06,0
8,1007,"ACEITE, DE GIRASOL",884,0,100,0
9,1008,"ACEITE, DE MAIZ",900,0,100,0
10,1009,"ACEITE, DE OLIVA",884,0,100,0
11,1010,"ACEITE, DE SOYA",884,0,100,0
12,1011,ACEITE EN AEROSOL (PAM),843.75,0,93.75,0
13,1012,"ACEITE, VEGETAL (PROMEDIO)",853.9,0,95.76,0
14,1013,"ACEITE, VEGETAL PROMEDIO (CANOLA, MAIZ, CARTAMO, GIRASOL, SOYA Y OLIVA, PONDERADO DE ENSANUT 2016)",887.86,0,100,0
15,1014,"ACEITE, VEGETAL PROMEDIO (CARTAMO, MAIZ, GIRASOL, CANOLA, SOYA, OLIVA, ALGODON, AJONJOLI Y CACAHUATE, PONDERADO DE ENSANUT 2012)",887.32,0,99.99,0
16,1015,"ADEREZO, TODOS TIPOS",337.83,10.36,32.75,0.41
17,1016,"ADEREZO, AGRIDULCE (P/ENSALADAS)",15,3.7,0,0.1
18,1017,"ADEREZO, CESAR (P/ENSALADAS)",542,3.3,57.85,2.17
19,1018,"ADEREZO, DE MOSTAZA DULCE (P/ENSALADAS)",464,23.33,40.83,0.87
20,1019,"ADEREZO, DE QUESO AZUL O ROQUEFORT (P/ENSALADAS)",484,4.77,51.1,1.37
21,1020,ADEREZO ITALIANO (P/ENSALADAS),319.22,8.33,31.67,0.22
22,1021,"ADEREZO, MIL ISLAS (P/ENSALADAS)",379,14.64,35.06,01.09
23,1022,"ADEREZO, RANCH (P/ENSALADAS)",430,5.9,44.54,1.32
24,1023,LARDO,902,0,100,0
25,1024,"MANTECA, ANIMAL PROMEDIO",902,0,100,0
26,1025,"MANTECA, VEGETAL PROMEDIO",884,0,99.97,0
27,1026,"MANTEQUILLA, CON SAL",729,0,80,0
28,1027,"MANTEQUILLA, SIN SAL",734,0.97,80.33,0.37
29,1028,"MARGARINA, CON SAL",739.22,1.66,80.66,1.66
30,1029,"MARGARINA, LIGHT",349,1.52,37.98,0.23
31,1030,MARGARINA SIN SAL (PRIMAVERA CHANTILLY),540,0,60,0
32,1031,MAYONESA,519.55,2.33,54.43,0.78
33,1032,"MAYONESA, LIGHT (ANÁLISIS DIRECTO)",238,9.23,22.22,0.37
34,1033,MAYONESA LIGHT (PROMEDIO ETIQUETAS),328.45,9.33,32,0.78
35,1034,"SUSTITUTO DE CREMA, LIGHT",439.68,75,15.12,0.9
36,2000,"ALIMENTO PARA BEBE GERBER, 4 CEREALES (CEREAL)",366.67,78.67,3,6.67
37,2001,"ALIMENTO PARA BEBE GERBER, ARROZ (CEREAL)",370.58,80,2.66,6.66
38,2002,"ALIMENTO PARA BEBE GERBER, ARROZ CON FRUTAS (CEREAL)",366.7,84.6,0.7,5.5
39,2003,"ALIMENTO PARA BEBE GERBER, ARROZ CON LECHE (POSTRE)",90.42,19.46,0.26,2.56
40,2004,"ALIMENTO PARA BEBE GERBER, AVENA (CEREAL)",392,70,8,10
41,2005,"ALIMENTO PARA BEBE GERBER, BROCOLI (PURE)",21.36,3.94,0,1.4
42,2006,"ALIMENTO PARA BEBE GERBER, CALABACITAS (PURE)",8.44,2.11,0,0
43,2007,"ALIMENTO PARA BEBE GERBER, CEREAL CON DHA (CEREAL)",79.2,19.46,0.15,0
44,2008,"ALIMENTO PARA BEBE GERBER, CEREALES CON PLATANO (EN HOJUELAS)",347,83.33,0,3.33
45,2009,"ALIMENTO PARA BEBE GERBER, CHABACANO CON TAPIOCA (PURE)",66,16.3,0,0.3
46,2010,"ALIMENTO PARA BEBE GERBER, CHAYOTE (PURE)",16.88,4.22,0,0
47,2011,"ALIMENTO PARA BEBE GERBER, CHICHARO (PURE)",40.4,08.08,0,02.02
48,2012,"ALIMENTO PARA BEBE GERBER, CHOCOLATE (POSTRE, JUNIOR)",67.68,14,0.2,2.47
49,2013,"ALIMENTO PARA BEBE GERBER, CIRUELA PASA (PURE)",84.92,21.23,0,0
50,2014,"ALIMENTO PARA BEBE GERBER, CIRUELA PASA CON TAPIOCA (PURE)",77,18.5,0.1,0.6
51,2015,"ALIMENTO PARA BEBE GERBER, CORDERO (PURE)",87,0.85,3.41,14.07
52,2016,"ALIMENTO PARA BEBE GERBER, DURAZNO (JUGO)",47.44,11.86,0,0
53,2017,"ALIMENTO PARA BEBE GERBER, DURAZNO (NECTAR)",54.2,13.55,0,0
54,2018,"ALIMENTO PARA BEBE GERBER, DURAZNO (POSTRE)",70.76,17.69,0,0
55,2019,"ALIMENTO PARA BEBE GERBER, DURAZNO (PURE)",70.76,17.69,0,0
56,2020,"ALIMENTO PARA BEBE GERBER, DURAZNO CON YOGURT (PURE)",74.98,16.47,0.7,0.7
57,2021,"ALIMENTO PARA BEBE GERBER, FRESA, NUTRILAC JUNIOR (CEREAL)",370.5,75,4.5,7.5
58,2022,"ALIMENTO PARA BEBE GERBER, FRUTA CON CEREAL (NECTAR)",48.33,11.01,0.33,0.33
59,2023,"ALIMENTO PARA BEBE GERBER, FRUTAS (JUGO)",47.44,11.86,0,0
60,2024,"ALIMENTO PARA BEBE GERBER, FRUTAS MIXTAS (PURE)",67.24,16.81,0,0
61,2025,"ALIMENTO PARA BEBE GERBER, FRUTAS TROPICALES (PURE)",63.68,15.92,0,0
62,2026,"ALIMENTO PARA BEBE GERBER, GUAYABA (PURE)",67.24,16.81,0,0
63,2027,"ALIMENTO PARA BEBE GERBER, GUAYABA CON TAPIOCA",74,18.3,0,0.3
64,2028,"ALIMENTO PARA BEBE GERBER, HIGADO PARA BEBE (PURE)",97,1.4,3.8,14.3
65,2029,"ALIMENTO PARA BEBE GERBER, JAMON CON PIÑA (JUNIOR)",60.64,9.2,1.76,2
66,2030,"ALIMENTO PARA BEBE GERBER, JAMON CON VERDURAS (PURE)",65.78,6.46,3.18,2.83
67,2031,"ALIMENTO PARA BEBE GERBER, JUGO DE ZANAHORIA",44.06,11.06,0,0
68,2032,"ALIMENTO PARA BEBE GERBER, MACARRONES CON POLLO (PURE)",52,7.5,1.5,2.1
69,2033,"ALIMENTO PARA BEBE GERBER, MACARRONES CON QUESO Y RES (JUNIOR)",56.14,9.6,0.94,2.32
70,2034,"ALIMENTO PARA BEBE GERBER, MANGO (NECTAR)",54.2,13.55,0,0
71,2035,"ALIMENTO PARA BEBE GERBER, MANGO (POSTRE, JUNIOR)",53.82,12.94,0.1,0.29
72,2036,"ALIMENTO PARA BEBE GERBER, MANGO (PURE)",67.24,16.81,0,0
73,2037,"ALIMENTO PARA BEBE GERBER, MANGO CON TAPIOCA O TRIGO (PURE)",89,21.6,0.2,0.3
74,2038,"ALIMENTO PARA BEBE GERBER, MANGO CON YOGURT (PURE)",72.62,15.88,0.7,0.7
75,2039,"ALIMENTO PARA BEBE GERBER, MANZANA (JUGO)",54.2,13.55,0,0
76,2040,"ALIMENTO PARA BEBE GERBER, MANZANA (NECTAR)",54.2,13.55,0,0
77,2041,"ALIMENTO PARA BEBE GERBER, MANZANA (POSTRE)",79.12,16.81,1.32,0
78,2042,"ALIMENTO PARA BEBE GERBER, MANZANA (POSTRE, JUNIOR)",57.82,14,0.1,0.23
79,2043,"ALIMENTO PARA BEBE GERBER, MANZANA (PURE)",63.68,15.92,0,0
80,2044,"ALIMENTO PARA BEBE GERBER, MANZANA CON AVENA (PURE)",67.45,14.15,0.97,0.53
81,2045,"ALIMENTO PARA BEBE GERBER, MANZANA CON OTRA FRUTA (JUGO)",54.2,13.55,0,0
82,2046,"ALIMENTO PARA BEBE GERBER, MANZANA CON YOGURT (PURE)",74.98,16.47,0.7,0.7
83,2047,"ALIMENTO PARA BEBE GERBER, MANZANA Y CHABACANO (PURE)",49,11.6,0.2,0.2
84,2048,"ALIMENTO PARA BEBE GERBER, MANZANA Y OTRA FRUTA CON DHA (PURE)",77.85,19.46,0,0
85,2049,"ALIMENTO PARA BEBE GERBER, PAPAYA Y MANZANA (PURE)",62.91,15.25,0.11,0.23
86,2050,"ALIMENTO PARA BEBE GERBER, PASTITAS CON RES (JUNIOR)",65.08,8.52,2.36,2.44
87,2051,"ALIMENTO PARA BEBE GERBER, PAVO CON ARROZ A LA MEX (JUNIOR)",65.32,7.48,2.44,3.36
88,2052,"ALIMENTO PARA BEBE GERBER, PAVO CON VERDURAS (PURE)",91,6,4.8,6
89,2053,"ALIMENTO PARA BEBE GERBER, PERA (JUGO)",47.44,11.86,0,0
90,2054,"ALIMENTO PARA BEBE GERBER, PERA (PURE)",75.28,18.82,0,0
91,2055,"ALIMENTO PARA BEBE GERBER, PERA Y OTRA FRUTA CON DHA (PURE)",76.09,19.02,0,0
92,2056,"ALIMENTO PARA BEBE GERBER, PERA Y PIÑA (PURE)",46,10.9,0.1,0.3
93,2057,"ALIMENTO PARA BEBE GERBER, PLATANO (PURE)",70.76,17.69,0,0
94,2058,"ALIMENTO PARA BEBE GERBER, PLATANO Y PIÑA CON TAPIOCA (PURE)",75,18.4,0.1,0.2
95,2059,"ALIMENTO PARA BEBE GERBER, POLLO A LA MANZANA (JUNIOR)",68.52,10,1.96,2.72
96,2060,"ALIMENTO PARA BEBE GERBER, POLLO CON ARROZ A LA MEX (JUNIOR)",71.72,7.24,3.4,03.04
97,2061,"ALIMENTO PARA BEBE GERBER, POLLO CON PAPAS (JUNIOR)",80.92,9,3.48,3.4
98,2062,"ALIMENTO PARA BEBE GERBER, POLLO CON VERDURAS (PURE)",81,5.9,3.6,6.2
99,2063,"ALIMENTO PARA BEBE GERBER, PROMEDIO (PURE)",64.73,10.98,1.41,2.38
100,2064,"ALIMENTO PARA BEBE GERBER, RES (PURE)",81,2.43,2.52,12.03
101,2065,"ALIMENTO PARA BEBE GERBER, RES CON VERDURAS (PURE)",32.56,5.13,0.08,2.83
102,2066,"ALIMENTO PARA BEBE GERBER, SALMON A LAS FINAS HIERBAS",73.09,8.4,3,03.09
103,2067,"ALIMENTO PARA BEBE GERBER, SOPA DE SALMON",96.9,13.27,03.09,3.98
104,2068,"ALIMENTO PARA BEBE GERBER, TERNERA (PURE)",48,7.7,0.9,2
105,2069,"ALIMENTO PARA BEBE GERBER, TERNERA (PURE)",81,1.51,2.45,13.12
106,2070,"ALIMENTO PARA BEBE GERBER, TERNERA A LA NARANJA (JUNIOR)",70.8,10,1.84,3.56
107,2071,"ALIMENTO PARA BEBE GERBER, TERNERA CON VERDURAS Y PASTA (PURE)",70.83,6.88,3.35,3.29
108,2072,"ALIMENTO PARA BEBE GERBER, TRIGO CON MANZANA (CEREAL)",387.96,81.33,4,6.66
109,2073,"ALIMENTO PARA BEBE GERBER, TRIGO CON MIEL (CEREAL)",381.93,81.33,3.33,6.66
110,2074,"ALIMENTO PARA BEBE GERBER, UVA BLANCA (JUGO)",57.6,14.4,0,0
111,2075,"ALIMENTO PARA BEBE GERBER, VAINILLA (POSTRE, JUNIOR)",64.14,13.52,0.1,2.29
112,2076,"ALIMENTO PARA BEBE GERBER, VAINILLA, NUTRILAC JUNIOR (CEREAL)",391.75,75,5.75,10
113,2077,"ALIMENTO PARA BEBE GERBER, VERDURAS CON CARNE DE CORDERO (PURE)",54,27.6,2,2
114,2078,"ALIMENTO PARA BEBE GERBER, VERDURAS CON CARNE DE RES (JUNIOR)",77,8.84,3.6,2.21
115,2079,"ALIMENTO PARA BEBE GERBER, VERDURAS CON HIGADO (PURE)",40,6.9,0.4,2.2
116,2080,"ALIMENTO PARA BEBE GERBER, VERDURAS CON JAMON (PURE)",50,6.9,1.7,1.8
117,2081,"ALIMENTO PARA BEBE GERBER, VERDURAS CON PAVO Y ARROZ (PURE)",65.29,6.63,03.09,2.74
118,2082,"ALIMENTO PARA BEBE GERBER, VERDURAS CON PAVO Y PASTA (PURE)",66,6.47,3.11,3
119,2083,"ALIMENTO PARA BEBE GERBER, VERDURAS CON POLLO (JUNIOR)",44,6.6,1.1,1.9
120,2084,"ALIMENTO PARA BEBE GERBER, VERDURAS CON POLLO Y ARROZ (PURE)",82,07.07,4.24,3.89
121,2085,"ALIMENTO PARA BEBE GERBER, VERDURAS CON POLLO Y PASTA (PURE)",83.12,6.19,4.6,4.24
122,2086,"ALIMENTO PARA BEBE GERBER, VERDURAS CON RES Y ARROZ (PURE)",79.79,7.52,4.15,03.09
123,2087,"ALIMENTO PARA BEBE GERBER, VERDURAS CON TOCINO (PURE)",71,8.6,3.3,1.6
124,2088,"ALIMENTO PARA BEBE GERBER, VERDURAS MIXTAS (PURE)",44,9.5,0.1,1.2
125,2089,"ALIMENTO PARA BEBE GERBER, YOGURT CON FRUTAS (NECTAR)",70.05,12.45,1.61,1.44
126,2090,"ALIMENTO PARA BEBE GERBER, ZANAHORIA (PURE)",36,7.74,0.29,0.49
127,2091,"ALIMENTO PARA BEBE NESTUM, 5 Y 8 CEREALES CON PROBIOTICOS (CEREAL)",365.1,77.9,1.5,10
128,2092,"ALIMENTO PARA BEBE NESTUM, ARROZ CON PROBIOTICOS (CEREAL)",379,85.9,1,6.6
129,2093,"ALIMENTO PARA BEBE NESTUM, AVENA",358,70.8,5.2,7
130,2094,"ALIMENTO PARA BEBE NESTUM, AVENA CON PROBIOTICOS (CEREAL)",387.2,75.5,5.2,9.6
131,2095,"ALIMENTO PARA BEBE NESTUM, CEREAL (PROMEDIO)",378.73,79.82,2.9,8.32
132,2096,"ALIMENTO PARA BEBE NESTUM, CERELAC CON PROBIOTICOS",416,67.5,9.5,15
133,2097,"ALIMENTO PARA BEBE NESTUM, PLUS ARROZ Y MANZANA (CEREAL)",366.7,84.6,0.7,5.5
134,2098,"ALIMENTO PARA BEBE NESTUM, PLUS AVENA Y CIRUELA (CEREAL)",371.4,84,1,6.6
135,2099,"ALIMENTO PARA BEBE NESTUM, TRIGO CON FRUTA Y PROBIOTICOS (CEREAL)",383,86.2,1,7.3
136,2100,"ALIMENTO PARA BEBE NESTUM, TRIGO CON MIEL Y PROBIOTICOS (CEREAL)",382.2,86,1,7.3
137,2101,"ALIMENTO PARA BEBE, SOPA CONDENSADA DE POLLO CON VERDURAS (INDUSTRIALIZADA)",53,8.66,1.12,02.04
138,2102,"ALIMENTO PARA BEBE, SOPA CONDENSADA DE VERDURAS MIXTAS (INDUSTRIALIZADA)",36,8.2,0.4,1.4
139,2103,"ALIMENTO PARA BEBE, SOPA DE RES CON TALLARINES",63,8.18,2.26,2.44
140,2104,"CREMA CONDENSADA DE APIO PARA BEBE, INDUSTRIALIZADA",72,07.03,4.46,1.32
141,2105,"LECHE MATERNIZADA O FORMULA INFANTIL, PREPARACION ESTANDARIZADA",67.16,7.36,3.34,1.9
142,2106,"LECHE MATERNIZADA/FORMULA INFANTIL, EN POLVO",502,55,25,14.2
143,3000,ALGODON DE AZUCAR,357,89.25,0,0
144,3001,"ALMIBAR DE FRUTAS, INDUSTRIALIZADO",341,85.13,0,0
145,3002,"ARROZ CON LECHE, PREPARACION ESTANDARIZADA",125.1,23.36,1.89,3.43
146,3003,ASPARTAME (CANDEREL-CLÁSICO),360,87,0,0
147,3004,AZUCAR Y ESTEVIA (SPLENDA NATURALS),0,0,0,0
148,3005,"AZUCAR, MASCABADO",380,98.09,0,0.12
149,3006,"AZUCAR, MORENA",380,98.09,0,0.12
150,3007,"AZUCAR, PROMEDIO",382.33,98.72,0,0.08
151,3008,"AZUCAR, REFINADA",387,99.98,0,0
152,3009,"BOCADILLOS DE GARBANZO DULCE, PREPARACION ESTANDARIZADA",470.55,50.05,27.49,6.77
153,3010,"BODOQUE DULCE, PREPARACION ESTANDARIZADA",212.98,38.74,4.26,6.11
154,3011,BOMBON,318,81.3,0.2,1.8
155,3012,CAJETA,412.62,81.82,7.71,6.56
156,3013,"CALABAZA EN DULCE, PREPARACION ESTANDARIZADA",105.28,26.33,0.04,0.34
157,3014,"CAMOTE CON AZUCAR, PREPARACION ESTANDARIZADA",98.37,24.4,0.02,0.7
158,3015,"CAPIROTADA, PREPARACION ESTANDARIZADA",223.04,34.42,8.37,3.13
159,3016,CHAMOY,100,20,0,0
160,3017,CHILE CON AZUCAR (TIPO MIGUELITO),160,40,0,0
161,3018,"CHOCOLATE EN POLVO ENRIQUECIDO (NESQUIK, CALCTOSE)",371.5,86.2,2,3.15
162,3019,CHOCOLATE EN POLVO SIN ENRIQUECER (ABUELITA EN POLVO),385,79.1,5.8,4
163,3020,CHOCOLATE LíQUIDO (ESTILO HERSHEYS),268.59,61.11,1.32,03.08
164,3021,"CHOCOLATE, AMARGO",598,45.9,42.63,7.79
165,3022,"CHOCOLATE, BLANCO",539,59.24,32.09,5.87
166,3023,"CHOCOLATE, BLANCO",539,59.24,32.09,5.87
167,3024,"CHOCOLATE CON AZUCAR (ABUELITA, IBARRA, ETC)",427.17,80.64,10.11,3.7
168,3025,"CHOCOLATE, CON LECHE (CARLOS V, VAQUITA, ETC)",515.83,54.56,29.4,7.68
169,3026,"CHOCOLATE CON MENTA (CUBIERTA O RELLENO, TIPO CHOCORETAS)",480,76,16,4
170,3027,"CHOCOLATE, RELLENO DE ALMENDRA, AVELLANA O CACAHUATE (TIPO FERRERO)",531.59,50.83,36.28,9.7
171,3028,"CHOCOLATE, RELLENO DE CARAMELO Y NUEZ (SNICKERS, MILKY WAY)",472.08,64.3,20.72,7.1
172,3029,"CHOCOLATE, SEMI AMARGO",546,61.17,31.28,4.88
173,3030,"CHOCOLATE, SIN AZUCAR, EN POLVO O MACIZO",517.13,45.63,36.33,6.42
174,3031,"CHOCOLATE, TIPO NUTELA",516.57,61.11,27.77,5.55
175,3032,CHONGOS ZAMORANOS,136.45,17.39,05.05,5.36
176,3033,COCADA,284.84,42.98,13.16,1.74
177,3034,"COCOA, EN POLVO",228,57.9,13.7,19.6
178,3035,CREMA CHANTILLY,257,12.49,22.22,3.2
179,3036,"CREMA DE COCO, INDUSTRIALIZADA (PARA HACER POSTRES Y BEBIDAS)",220.6,44.81,4.39,0.93
180,3037,"CREPA DE NUTELLA CON NUEZ, PREPARACION ESTANDARIZADA",292.62,24.66,19.11,7.38
181,3038,"CREPA DE NUTELLA, PREPARACION ESTANDARIZADA",248.03,29.91,11.53,5.99
182,3039,"CREPA DULCE (TODOS SABORES), PREPARACION ESTANDARIZADA",203.93,25.8,9.44,4.98
183,3040,"DULCE DE CHABACANO, PREPARACION ESTANDARIZADA",122,30.74,0.29,01.02
184,3041,"DULCE DE CHOCOLATE, DUVALIN (TODOS SABORES)",535.36,67.94,27.56,0.65
185,3042,"DULCE DE LECHE, INDUSTRIALIZADO",377,78,5,5
186,3043,"DULCE DE LECHE, PREPARACION ESTANDARIZADA",123.48,22.97,2.52,2.5
187,3044,"DULCE DE TAMARINDO EN PASTA (TIPO PELÓN, BOMBAZO)",373.74,90.59,0.8,1.19
188,3045,"DULCE DE TAMARINDO, TARUGO O BANDERILLA",182.38,47.37,0.24,01.08
189,3046,"DULCE, MACIZO (PALETAS, REDONDOS, SALVAVIDAS, HALLS)",358.46,88.13,0.02,0.02
190,3047,"DULCE, TIPO CHICLOSOS",397,91.56,3.33,0.03
191,3048,"EMPANADA DE ARROZ CON LECHE, PREPARACION ESTANDARIZADA",313.16,42,13.9,5.32
192,3049,"EMPANADA DULCE, PREPARACION ESTANDARIZADA",365.65,52.75,15.11,5.17
193,3050,ERITRITOL (LIVANA),0,100,0,0
194,3051,ESTEVIA (CANDEREL-STEVIA) C/AZÚCAR-SUCRALOSA,400,98,0,0
195,3052,ESTEVIA (NATURAL FIT),0,100,0,0
196,3053,ESTEVIA (NUTRA LIGHT),0,100,0,0
197,3054,ESTEVIA (SPLENDA NATURALS),0,100,0,0
198,3055,ESTEVIA-SACAROSA (STEVIEN),0,95,0,0
199,3056,FLAN O GELATINA (PROMEDIO),103.09,17.53,2.15,3.48
200,3057,"FLAN PREPARADO, INDUSTRIALIZADO",99.47,15.75,2.79,2.91
201,3058,"FLAN, PREPARACION ESTANDARIZADA",253.06,45.94,4.82,6.68
202,3059,"FRESAS CON CREMA, PREPARACION ESTANDARIZADA",177.52,13.35,13.4,1.64
203,3060,"FRUTA CON CREMA Y AZUCAR (EXCEPTO FRESAS), PREPARACION ESTANDARIZADA",143.25,22.43,6.21,1.43
204,3061,"FRUTA CUBIERTA DE CHOCOLATE, PREPARACION ESTANDARIZADA",220.51,25.94,11.64,3.4
205,3062,"GELATINA CON AGUA, PREPARACION ESTANDARIZADA",7.17,1.41,0.05,0.27
206,3063,"GELATINA DE LECHE PREPARADA, INDUSTRIALIZADA",116.47,17.7,3.13,4.33
207,3064,"GELATINA DE LECHE, PREPARACION ESTANDARIZADA",60.24,5.68,2.83,3
208,3065,"GELATINA LIGHT PREPARADA, INDUSTRIALIZADA",19.09,0.9,0.9,1.81
209,3066,"GELATINA LIGHT, EN POLVO",198,80.21,0,15.67
210,3067,GELATINA EN POLVO,58.36,11.45,0.41,2.23
211,3068,"GOMA DE MASCAR, CON AZUCAR TIPO BOMBIUX O BUBBALOO",324.29,75.29,0.17,0
212,3069,GOMA DE MASCAR (PROMEDIO),296.16,72.8,0,0
213,3070,GOMA DE MASCAR SIN AZ�CAR (TIPO TRIDENT),0,0,0,0
214,3071,GOMITAS CUBIERTAS DE AZUCAR,340,81.27,0,3.64
215,3072,GOMITAS ENCHILADAS,313.33,74.58,0,04.08
216,3073,"GORDITAS DE NATA, PREPARACION ESTANDARIZADA",318.52,55.17,6.82,09.07
217,3074,"GRENETINA, EN POLVO",34.61,0,0,8.66
218,3075,"HELADO CON GALLETA, SANDWICH (TIPO MORDIZCO)",147.05,24.3,4.69,1.91
219,3076,"HELADO, DE CHOCOLATE",216,28.2,11,3.8
220,3077,"HELADO, DE FRESA",192,27.6,8.4,3.2
221,3078,HELADO DE LECHE,209.75,23.04,11.49,3.36
222,3079,"HELADO, DE VAINILLA",207,23.6,11,3.5
223,3080,"JALEA O ATE, DE FRUTAS (EXCEPTO MEMBRILLO)",276.66,54.16,0,0
224,3081,ATE DE MEMBRILLO,240.67,59.05,0.05,0.69
225,3082,JALEA REAL,148,19.8,2.7,11.1
226,3083,"JARABE, SABOR A MAPLE",312.52,78.13,0,0
227,3084,LECHE CONDENSADA,345.85,66.53,5.82,7.25
228,3085,LECHE CONDENSADA REDUCIDA EN AZUCAR (LECHERA LIGHT),282,62,0.3,7.7
229,3086,"MALVAVISCO CUBIERTO DE CHOCOLATE (MALVABON, DE LA ROSA, ETC)",394.4,69.3,10.11,6.25
230,3087,"MAZAPAN, PROMEDIO",510,65,22.5,12.5
231,3088,MELAZA,285,71,0.1,0
232,3089,"MERMELADA, DE MANZANA",197.33,49.33,0,0
233,3090,MERMELADA DE NARANJA,243.56,60.44,0.03,0.23
234,3091,MERMELADA PROMEDIO (EXCEPTO NARANJA O MANZANA),224.81,57.87,0.3,0.65
235,3092,MERMELADA REDUCIDA EN CALORÍAS (TODOS LOS SABORES),130.53,32.46,0,0
236,3093,"MIEL, DE ABEJA",320.16,78.61,0,0.15
237,3094,"MIEL, DE CAÑA",294,72.6,0.2,0.5
238,3095,"MIEL, DE MAIZ",283,76.79,0.2,0
239,3096,"MIEL, DE MAPLE",260,67.04,0.06,0.04
240,3097,"NATILLA (TODOS SABORES), PREPARACION ESTANDARIZADA",124.5,14.11,5.45,4.2
241,3098,NIEVE DE FRUTAS,86.72,20.03,0.33,0.67
242,3099,"NIEVE DE FRUTAS CON CHAMOY Y CHILE EN POLVO, PREPARACION ESTANDARIZADA",43.89,10.45,0.36,0.43
243,3100,NUEZ O CACAHUATES CUBIERTOS DE CHOCOLATE,514.85,52.61,29.42,9.89
244,3101,NUTRA SWEET,365,89.08,0,2.17
245,3102,OBLEAS CON CAJETA,369.29,77.68,2.92,7.87
246,3103,"PALANQUETA CASERA, PREPARACION ESTANDARIZADA",414.21,46.25,24.3,5.8
247,3104,"PALETA DE HIELO, DE AGUA (TODOS SABORES)",71.7,18.81,0,0
248,3105,"PALETA DE HIELO, DE LECHE SIN COBERTURA",260.67,34.94,12.65,1.62
249,3106,"PALETA DE HIELO, DE LECHE Y COBERTURA DE CHOCOLATE (TIPO MAGNUM)",238.09,22.02,15.15,3.4
250,3107,"PALETA PAYASO, RICOLINO",364.44,67.66,10.27,4.11
251,3108,PASAS,299,79.18,0.46,03.07
252,3109,PASAS CUBIERTAS CON CHOCOLATE,440,64.2,19.08,3.85
253,3110,"PAY DE FRUTAS (REBANADA), PREPARACION ESTANDARIZADA",399.85,33.14,27.62,7.37
254,3111,"PAY DE QUESO (REBANADA), PREPARACION ESTANDARIZADA",293.83,33.31,13.71,7.4
255,3112,"PEPINO CON CHAMOY Y POLVITO AZUCARADO (TIPO MIGUELITO), PREPARACION ESTANDARIZADA",23.95,5.97,0.11,0.58
256,3113,PILONCILLO,375,93.8,0,0
257,3114,QUESO DE TUNA,321,79,847.599.528.662.421,1.3
258,3115,RASPADO (PROMEDIO),89.26,17.98,0.91,0.47
259,3116,SPLENDA,336,91.17,0,0
260,3117,SUCRALOSA (CANDEREL-SUCARÉ) C/DEXTROSA,348,90,0,0
261,3118,SUCRALOSA (NUTRA LIGHT),392,92,0,0
262,3119,SUCRALOSA (SPLENDA ORIGINAL LÍQUIDO),0,0,0,0
263,3120,"TEJOCOTES EN DULCE, PREPARACION ESTANDARIZADA",126.6,31.48,0.24,0.33
264,3121,"TLAXCAL DULCE, PREPARACION ESTANDARIZADA",492.33,58.54,27.13,4.87
265,4000,"CHEETOS O SIMILARES, BOTANA SABOR QUESO",567,54.54,36.54,5.46
266,4001,"CHICHARRON DE HARINA (SABRITONES, TOTIS)",513.71,63.61,34,6.85
267,4002,"CHICHARRON DE HARINA PREPARADO CON CUERITOS Y VERDURA, PREPARACION ESTANDARIZADA",192.93,8.24,15.56,7.97
268,4003,"DORILOCOS (FRITURAS DE MAIZ CON VERDURA, CREMA, QUESO, CUERITOS, ETC), PREPARACION ESTANDARIZADA",139.14,18.47,6.15,2.67
269,4004,"FRITURA DE FRUTAS Y VERDURAS (PLATANOS, MANZANAS, ETC)",497.96,66.26,26.7,1.73
270,4005,"FRITURAS DE MAIZ PROMEDIO (FRITOS, DORITOS, ETC.)",502.71,55.69,27.06,6.69
271,4006,FRITURAS DE MAIZ SABOR NACHOS,519,60.81,27.42,7.36
272,4007,FRITURAS DE MAIZ SABOR QUESO BAJO EN GRASA,445,71.6,15.2,8.7
273,4008,PALOMITAS DE MAÍZ DE AIRE (SIN ACEITE),387,77.78,4.54,12.94
274,4009,PALOMITAS DE MAIZ PROMEDIO (INDUSTRIALIZADAS Y CASERAS),472.25,54.74,24.99,8.48
275,4010,PAPAS (STICKS TODAS MARCAS),476.61,59.76,24.46,4.35
276,4011,"PAPAS EN HOJUELAS (TODAS MARCAS: SABRITAS, BARCEL, ETC.)",516.03,52.98,31.33,06.09
277,4012,PITA CHIPS,457,68.26,15.2,11.79
278,4013,PRETZELS,384,80.39,2.93,10.04
279,5000,"AGUA / LICUADO DE FRUTAS SIN AZUCAR Y SIN LECHE, PREPARACION ESTANDARIZADA",7.58,1.89,0.03,0.16
280,5001,"AGUA DE AVENA, PREPARACION ESTANDARIZADA",36.19,8.27,0.24,0.42
281,5002,AGUA DE COCO INDUSTRIALIZADA,18,4.24,0,0.22
282,5003,"AGUA DE COCO, NATURAL",19,3.71,0.2,0.72
283,5004,"AGUA DE FRESA CON CREMA, PREPARACION ESTANDARIZADA",66.24,08.08,3.22,1.4
