id,codigomex2,nombre_del_alimento,energ_kcal,carbohydrt,lipid_tot,protein
1261,17017,BROCOLI COCIDO,35,7.18,0.41,2.38
1262,17018,CALABACITA ITALIANA,17,3.11,0.32,1.21
1263,17019,CALABAZA AMARILLA,40,8.7,0.5,2
1264,17020,CALABAZA CRIOLLA (VERDE),18,3.84,0.2,1.2
1265,17021,CALABAZA DE CASTILLA (MADURA),26,6.5,0.1,1
1266,17022,CEBOLLA BLANCA,40,9.34,0.1,1.1
1267,17023,CEBOLLA CAMBRAY,32,7.34,0.19,1.83
1268,17024,"CEBOLLA CAMBRAY EN VINAGRE, INDUSTRIALIZADA",34.33,7.15,0.17,01.05
1269,17025,CEBOLLA COCIDA,44,10.15,0.19,1.36
1270,17026,CEBOLLA MORADA,35,7.7,0.1,0.8
1271,17027,CEBOLLIN,30,4.35,0.73,3.27
1272,17028,CHAMPIÑONES COCIDOS,28,5.29,0.47,2.17
1273,17029,"CHAMPIÑONES EN VINAGRE, INDUSTRIALIZADOS",47,4,3,2
1274,17030,CHAMPIÑONES NATURALES,38,4.58,0.11,4.69
1275,17031,CHAYOTE (PROMEDIO),21.5,4.8,0.3,0.72
1276,17032,CHAYOTE COCIDO,24,05.09,0.48,0.62
1277,17033,CHAYOTE CON ESPINAS,32,6.3,0.3,1
1278,17034,CHAYOTE SIN ESPINAS,19,4.51,0.13,0.82
1279,17035,CHEPIL (CHIPILIN),63,7.5,0.6,6.9
1280,17036,CHICHARO,81,14.45,0.4,5.42
1281,17037,CHICHARO COCIDO,84,15.63,0.22,5.36
1282,17038,"CHICHARO, INDUSTRIALIZADO",112.04,14.04,0.84,7.42
1283,17039,CHILACAYOTE TIERNO,16,2.38,0.2,1.2
1284,17040,CHILE ANCHO SECO,335,50.32,9.75,11.5
1285,17041,CHILE CASCABEL SECO,255,33.98,6.42,15.4
1286,17042,CHILE CHILACA,38,7.35,0.27,1.5
1287,17043,"CHILE CHIPOTLE ADOBADO, INDUSTRIALIZADO",56,3.5,4,1.4
1288,17044,CHILE CHIPOTLE SECO,258,46.7,6.3,14.15
1289,17045,CHILE CRIOLLO Y CHILE DULCE,318,56.6,17.3,12
1290,17046,CHILE CRISTALINO,38,6.3,0.7,1.7
1291,17047,CHILE DE ARBOL SECO,288.54,48.1,4.9,12.19
1292,17048,CHILE FRESCO (PROMEDIO),61.5,10.49,02.05,2.57
1293,17049,CHILE GUAJILLO,275,36.9,8.6,12.6
1294,17050,CHILE HABANERO,37,5.3,0.8,2.2
1295,17051,CHILE JALAPENO,26,5.33,0.13,1
1296,17052,"CHILE JALAPEÑO EN ESCABECHE (ENTERO), INDUSTRIALIZADO",26.62,4.66,0.66,0.51
1297,17053,"CHILE JALAPEÑO EN ESCABECHE (RAJAS), INDUSTRIALIZADO",17.98,3.86,0.42,0.42
1298,17054,CHILE LARGO,23,2.56,0.21,2.68
1299,17055,"CHILE LARGO  EN ESCABECHE, INDUSTRIALIZADO",33,5,1,1
1300,17056,CHILE MANZANO,37,5.3,0.8,2.2
1301,17057,CHILE MORITA SECO,311,53.49,5.4,12.2
1302,17058,CHILE MULATO SECO,388,52.32,15.2,10.4
1303,17059,CHILE PASILLA SECO,371,35.32,19,14.6
1304,17060,CHILE PIMIENTO SIN SEMILLA,26,5.66,0.23,0.95
1305,17061,CHILE PIQUIN SECO,248,27.56,9.86,12.25
1306,17062,CHILE POBLANO,43,8.44,0.25,1.75
1307,17063,CHILE SECO PROMEDIO,312.8,52.89,7.35,11.51
1308,17064,"CHILE SERRANO EN ESCABECHE, INDUSTRIALIZADO",26.66,6.66,0,0
1309,17065,CHILE TORNACHILE,33,4.57,0.53,2.5
1310,17066,CHILE TROMPITO,40,7.5,0.34,1.62
1311,17067,CHILE VERDE O SERRANO,41,7.18,0.42,2
1312,17068,CHILILLO (CHILE DEL MONTE),116,17.04,3.76,3.5
1313,17069,CILANTRO,23,3.67,0.52,2.13
1314,17070,COL BLANCA,25,5.8,0.1,1.28
1315,17071,COL CHINA,16,3.23,0.2,1.2
1316,17072,COL DE BRUSELAS,69,12.91,0.42,3.37
1317,17073,COL MORADA,31,7.37,0.16,1.43
1318,17074,COL VERDE,25,5.8,0.1,1.28
1319,17075,COLIFLOR,25,4.97,0.28,1.92
1320,17076,COLIFLOR Y BROCOLI COCIDOS PROMEDIO,29.5,5.8,0.33,2.37
1321,17077,COLIFOR COCIDA,23,4.11,0.45,1.84
1322,17078,COLINABO,27,6.2,0.1,1.7
1323,17079,CRESSON,37,2.34,1.38,3.78
1324,17080,CRUCETAS,16,3.33,0.09,1.32
1325,17081,EJOTE COCIDO CON SAL,35,7.88,0.28,1.89
1326,17082,EJOTE COCIDO SIN SAL,35,7.88,0.28,1.89
1327,17083,EJOTES,31,6.97,0.22,1.83
1328,17084,EPAZOTE,32,7.44,0.52,0.33
1329,17085,ESPARRAGO,20,3.88,0.12,2.2
1330,17086,ESPINACA,23,3.63,0.39,2.86
1331,17087,ESPINACA COCIDA,23,3.75,0.26,2.97
1332,17088,FLOR DE CALABAZA,15,3.28,0.07,01.03
1333,17089,FLOR DE CALABAZA COCIDA,15,3.3,0.08,01.09
1334,17090,FLOR DE COLORIN (XOMPANTLE),59,10,0.2,4.4
1335,17091,FLOR DE GARAMBULLO,38,8.2,0.2,0.8
1336,17092,FLOR DE MAGUEY,35,7.3,0.2,0.9
1337,17093,FLOR DE YUCA,83,1.21,0.37,2.62
1338,17094,GERMEN DE ALFALFA (CRUDO),23.23,2.12,0.7,04.04
1339,17095,GERMEN DE LENTEJAS,106,22.14,0.55,8.96
1340,17096,GERMEN DE SOYA,122,9.57,6.7,13.09
1341,17097,GERMINADO DE ALFALFA Y SOYA,23,2.1,0.69,3.99
1342,17098,GUAJE VERDE  (SEMILLAS),95,13.7,0.6,8.7
1343,17099,HABA VERDE,72,11.7,0.6,5.6
1344,17100,HIERBABUENA,44,8.41,0.73,3.29
1345,17101,HIERBAMORA,62,8.8,0.8,4.8
1346,17102,"HOJA SANTA (NOMO,ACUYO)",30,2.2,0.8,3.6
1347,17103,HOJAS DE CHAYA,64,6.7,0.9,7.2
1348,17104,HOJAS DE CHICORIA,23,4.7,0.3,1.7
1349,17105,HOJAS DE DIENTE DE LEON,45,9.2,0.7,2.7
1350,17106,HOJAS DE ENDIVIA,23,3.1,0.2,2.1
1351,17107,HOJAS DE MOSTAZA,33,4.8,0.4,2.6
1352,17108,HOJAS DE NABO,71,10.8,1.7,3
1353,17109,HOJAS DE PATA DE PALOMA,20,4.4,0.2,1.1
1354,17110,HOJAS DE QUELITE DE TRAPO,39,4,0.43,4.78
1355,17111,HOJAS DE RABANO,55,9.9,0.5,2.8
1356,17112,HOJAS Y PUNTAS DE CALABAZA,19,2.33,0.4,3.15
1357,17113,HONGO PORTOBELLO,22,3.87,0.35,2.11
1358,17114,HONGOS (PROMEDIO),22,3.26,0.34,03.09
1359,17115,HUAUZONTLE,80,13.46,0.57,5.25
1360,17116,HUITLACOCHE,52,9.17,0.32,03.05
1361,17117,JITOMATE BOLA,18,3.89,0.2,0.88
1362,17118,JITOMATE CHERRY,32,5.84,01.02,0.96
1363,17119,JITOMATE DESHIDRATADO,258,55.76,2.97,14.11
1364,17120,JITOMATE SALADET,18,3.89,0.2,0.88
1365,17121,JITOMATILLO (MILTOMATE),35,7.12,0.11,1.5
1366,17122,LECHUGA OREJONA,17,3.29,0.3,1.23
1367,17123,LECHUGA ROMANA (ICERBERG O DE CABEZA),14,2.97,0.14,0.9
1368,17124,"LECHUGA SANGRIA, FRANCESA, ITALIANA",16,2.26,0.22,1.33
1369,17125,MALVA,40,3.9,0.6,4.8
1370,17126,NABO,28,6.43,0.1,0.9
1371,17127,NOPALES,16,3.33,0.09,1.32
1372,17128,NOPALES COCIDOS SIN SAL,15,3.28,0.05,1.35
1373,17129,PAPALOQUELITE,22,2.89,0.33,1.75
1374,17130,"PEPINILLO (PICKLES), INDUSTRIALIZADO",21.57,3.68,0.23,1.2
1375,17131,PEPINO CON CASCARA,15,3.63,0.11,0.65
1376,17132,PEPINO SIN CASCARA,12,2.16,0.16,0.59
1377,17133,PEREJIL,36,6.33,0.79,2.97
1378,17134,PIMIENTO MORRON ROJO,31,06.03,0.3,0.99
1379,17135,"PIMIENTO MORRON, AMARILLO",27,6.32,0.21,1
1380,17136,"PIMIENTO MORRON, VERDE",20,4.64,0.17,0.86
1381,17137,PORO,61,14.15,0.3,1.5
1382,17138,"PURE DE TOMATE, INDUSTRIALIZADO",32.54,6.41,0.19,1.32
1383,17139,QUELITE,40,5.1,0.5,3.6
1384,17140,RABANO CHICO,16,3.4,0.1,0.68
1385,17141,RABANO LARGO,24,4.33,0.26,01.06
1386,17142,ROMERITOS,34,4.4,0.2,3.6
1387,17143,SALSA CATSUP,105.37,23.84,0.38,0.77
1388,17144,"SALSA DE TOMATE, INDUSTRIALIZADA",37.62,7.69,0.08,1.54
1389,17145,"SALSA ROJA MEXICANA, INDUSTRIALIZADA",31.83,5.1,0.63,0.53
1390,17146,SALSA VALENTINA,0,0,0,0
1391,17147,SALSIFI (CONDIMENTO),77,5.1,0.2,1.1
1392,17148,TOMATE (VERDE),23,5.1,0.2,1.2
1393,17149,TOMILES (TOMATITOS),32,5.84,01.02,0.96
1394,17150,VERDOLAGA,20,3.39,0.36,02.03
1395,17151,"VERDURA PRECOCIDA (CHICHARO, ZANAHORIA, ELOTE, ETC.), INDUSTRIALIZADA",43.68,9.43,0.27,2.24
1396,17152,VERDURAS COCIDAS CON SAL,60,13.09,0.15,2.86
1397,17153,"VERDURAS COMBINADAS (PARA SOPA O CALDO), CRUDAS",53,11.5,0.3,2.1
1398,17154,VERDURAS DE HOJA VERDE (PROMEDIO DE BASE),17.88,3.16,0.25,1.77
1399,17155,VERDURAS HOJAS OSCURAS (PROMEDIO),25.86,4.46,0.27,2.46
1400,17156,"VERDURAS MIXTAS, INDUSTRIALIZADAS",65.86,10.9,01.04,3.21
1401,17157,XOCONOSTLE,25,5.2,0.4,0.1
1402,17158,ZANAHORIA,41,9.58,0.24,0.93
1403,17159,ZANAHORIA COCIDA,35,8.22,0.18,0.76
1404,17160,"ZANAHORIA, INDUSTRIALIZADA",28,6,0,01.06
1405,18000,"ACEITUNAS (PROMEDIO), INDUSTRIALIZADAS",197.6,2.19,20.37,1.46
1406,18001,AJONJOLI,573,23.45,49.67,17.73
1407,18002,ALMENDRAS,579,21.67,49.93,21.15
1408,18003,AVELLANAS,618,16.7,54.55,14.95
1409,18004,"BOTANA DE CACAHUATES, SEMILLAS Y PASAS",469.55,37.69,30.06,12.95
1410,18005,CACAHUATE (TOSTADO) CON CASCARA,587,21.26,49.66,24.35
1411,18006,CACAHUATE JAPONÉS,521.57,40.59,29.83,20.17
1412,18007,CACAHUATE TOSTADO  CON SAL,587,21.26,49.66,24.35
1413,18008,CACAHUATE TOSTADO SIN CASCARA,587,21.26,49.66,24.35
1414,18009,CACAO CON CASCARA,596,26.1,48,15
1415,18010,CACAO PASTA,629,21.9,52.5,17.1
1416,18011,CACAO SIN CASCARA,588,20.1,49.3,16
1417,18012,CASTAÑA CRUDA,165,32.5,1.5,5.44
1418,18013,COCO DE ACEITE (COQUITO O COROSO),692,14.3,67.4,7.1
1419,18014,CREMA DE CACAHUATE BAJA EN GRASA,520,35.65,34,25.9
1420,18015,CREMA DE CACAHUATE CON GRASA Y SAL,589,21.57,49.94,24.06
1421,18016,HARINA DE ALMENDRA,571,21.43,50,21.43
1422,18017,NUEZ,654,13.71,65.21,15.23
1423,18018,PALANQUETA DE CACAHUATE INDUSTRIALIZADA,410.78,47.4,20.49,12.36
1424,18019,PIÑON,597,16,50.7,19.21
1425,18020,PISTACHE,572,28.28,45.82,21.05
1426,18021,SEMILLA DE CALABAZA,559,10.71,49.05,30.23
1427,18022,SEMILLA SECA DE GIRASOL CON CASCARA,584,20,51.46,20.78
1428,18023,"SEMILLAS SECAS DE GIRASOL, PELADAS",584,20,51.46,20.78
1429,19000,ALUBIA,337,57.97,1.8,22.33
1430,19001,ARVEJA O ARVEJON,337,58.4,2,21.4
1431,19002,FRIJOL AMARILLO,345,60.7,2.6,22
1432,19003,FRIJOL AYOCOTE,330,59.6,1.7,19
1433,19004,FRIJOL AZUFRADO,345,58.6,1.9,19.63
1434,19005,FRIJOL BAYO GORDO,331,57.3,1.8,21.28
1435,19006,FRIJOL BLANCO,333,60.27,0.85,23.36
1436,19007,FRIJOL CRUDO (PROMEDIO),333,60.01,0.83,23.58
1437,19008,FRIJOL DE ARBOL (GANDUL),343,62.78,1.49,21.7
1438,19009,FRIJOL GARBANCILLO,316,59.06,1.7,16
1439,19010,FRIJOL HERVIDO CON SAL,132,23.71,0.54,8.86
1440,19011,FRIJOL HERVIDO SIN SAL,132,23.71,0.54,8.86
1441,19012,FRIJOL NEGRO,341,62.36,1.42,21.6
1442,19013,FRIJOL OJO DE LIEBRE,322,58.22,1.5,19
1443,19014,FRIJOL PALACIO,339,60.1,1.5,21.2
1444,19015,FRIJOL ROSITA,343,64.19,1.13,20.96
1445,19016,"FRIJOLES DE OLLA, INDUSTRIALIZADOS",76.13,14.27,0.37,3.98
1446,19017,"FRIJOLES MOLIDOS (TIPO ISADORA), INDUSTRIALIZADOS",71.25,6.3,3.51,3.68
1447,19018,"FRIJOLES REFRITOS, INDUSTRIALIZADOS",101.38,12.59,4.3,4.55
1448,19019,GARBANZO,364,62.95,06.04,20.47
1449,19020,GARBANZO COCIDO CON SAL,164,27.42,2.59,8.86
1450,19021,GARBANZO COCIDO SIN SAL,164,27.42,2.59,8.86
1451,19022,HABAS Y GARBANZOS ENCHILADOS,432.68,39.41,22.76,20.86
1452,19023,HABA SECA,341,58.29,1.53,26.12
1453,19024,HABAS COCIDAS CON SAL,110,19.65,0.4,7.6
1454,19025,HABAS COCIDAS SIN SAL,110,19.65,0.4,7.6
1455,19026,"HABAS, LENTEJAS, GARBANZOS, IBES, ALUBIA (PROMEDIO)",348.5,60.32,2.45,23.08
1456,19027,HARINA DE FRIJOL,328,57.39,2.1,19.8
1457,19028,HARINA DE GARBANZO,363,54.72,6.69,20.89
1458,19029,HARINA DE HABA,370,64.6,1.9,23.6
1459,19030,HARINA DE SOYA BAJA EN GRASA,360,33.81,07.03,40.36
1460,19031,HARINA DE SOYA DESGRASADA,338,34.4,1,47.8
1461,19032,IBES (FRESCOS),113,20.17,0.86,6.84
1462,19033,IBES (SECOS),335,62.83,0.93,20.62
1463,19034,LENTEJAS,352,63.35,01.06,24.63
1464,19035,LENTEJAS COCIDAS CON SAL,114,19.54,0.38,09.02
1465,19036,LENTEJAS COCIDAS SIN SAL,116,20.13,0.38,09.02
1466,19037,SOYA  EN GRANO,446,30.16,19.94,36.49
1467,19038,SOYA TEXTURIZADA (NO PREPARADA),337,35.89,2.39,49.2
1468,20000,"ALAMBRE DE POLLO (CON JAMON, VERDURAS, QUESO), PREPARACION ESTANDARIZADA",140.86,2.83,8.88,11.74
1469,20001,"ALAMBRE DE RES (RES, SALCHICHA, PIMIENTO MORRON, CEBOLLA), PREPARACION ESTANDARIZADA",155.19,3.81,11.32,9.87
1470,20002,"ALAMBRE VEGETARIANO, PREPARACION ESTANDARIZADA",375,1.73,31.2,22.13
1471,20003,"ALBONDIGA (RES O CERDO), PREPARACION ESTANDARIZADA",173.09,5.51,12.25,10.02
1472,20004,"ALBONDIGA PROMEDIO, PREPARACION ESTANDARIZADA",151.74,2.45,11.68,8.9
1473,20005,"ARROZ  BLANCO FRITO, PREPARACION ESTANDARIZADA",125.31,25.74,1.11,2.2
1474,20006,"ARROZ  ROJO FRITO SIN VERDURAS, PREPARACION ESTANDARIZADA",100.16,20.92,0.8,1.91
1475,20007,"ARROZ COCIDO, PREPARACION ESTANDARIZADA",188.64,37.91,02.06,3.21
1476,20008,"ARROZ CON MOLE, PREPARACI�N ESTANDARIZADA",103.48,21.04,1.13,02.07
1477,20009,"ARROZ FRITO ESTILO CHINO, PREPARACION ESTANDARIZADA",160.15,18.15,7.95,3.96
1478,20010,"ARROZ FRITO, INDUSTRIALIZADO",174,32.79,2.96,04.05
1479,20011,"ARROZ ROJO CON ATUN, PREPARACION ESTANDARIZADA",139.04,21,2.99,5.79
1480,20012,"ARROZ ROJO FRITO CON VERDURAS, PREPARACION ESTANDARIZADA",140.39,22.37,4.5,2.12
1481,20013,"ATUN CON HUEVO, PREPARACION ESTANDARIZADA",93.3,4.57,05.05,6.9
1482,20014,"BAGUETTE PROMEDIO, PREPARACION ESTANDARIZADA",216.5,20.27,10.93,8.84
1483,20015,"BANDERILLA DE SALCHICHA O SALCHICHA EMPANIZADA, PREPARACION ESTANDARIZADA",409,7.57,38.49,9.56
1484,20016,"BIRRIA, PREPARACION ESTANDARIZADA",72.43,1.59,03.07,9.36
1485,20017,"BODOQUE DE PLATANO SALADO, PREPARACION ESTANDARIZADA",224.61,28.25,11.91,2.22
1486,20018,"BROCHETA DE RES, PREPARACION ESTANDARIZADA",158.13,5.45,12.79,06.09
1487,20019,"CALABACITAS AL VAPOR, PREPARACION ESTANDARIZADA",17.28,3.19,0.32,1.15
1488,20020,"CALABAZAS GUISADAS, PREPARACION ESTANDARIZADA",54.05,5.78,3.33,1.18
1489,20021,"CALDO DE BORREGO (SIN CARNE), PREPARACION ESTANDARIZADA",53.18,9.9,0.66,2.33
1490,20022,"CALDO DE CAMARON (CON CAMARONES SECOS), PREPARACION ESTANDARIZADA",76.08,04.01,0.49,10.62
1491,20023,"CALDO DE CAMARON CON CAMARONES FRESCOS, PREPARACION ESTANDARIZADA",28.61,4.24,0.48,1.61
1492,20024,"CALDO DE FRIJOL (SIN FRIJOL), PREPARACION ESTANDARIZADA",16.49,2.97,0.04,1.17
1493,20025,"CALDO DE IGUANA, PREPARACION ESTANDARIZADA",35.66,1.78,1.85,2.98
1494,20026,"CALDO DE JITOMATE, PREPARACION ESTANDARIZADA",61.4,3.44,05.02,1.16
1495,20027,"CALDO DE MARISCOS (CON MARISCOS), PREPARACION ESTANDARIZADA",30.32,1.42,0.58,3.53
1496,20028,"CALDO DE PESCADO (CON PESCADO), PREPARACION ESTANDARIZADA",35.73,1.27,1.16,3.88
1497,20029,"CALDO DE PESCADO (SIN PESCADO), PREPARACION ESTANDARIZADA",16,0.4,0.6,2
1498,20030,"CALDO DE POLLO (CON POLLO), PREPARACION ESTANDARIZADA",44.04,0.99,2.45,4.34
1499,20031,"CALDO DE POLLO (SIN POLLO), PREPARACION ESTANDARIZADA",16,0.38,0.57,02.02
1500,20032,"CALDO DE POLLO CON POLLO,PREPARACION INDUSTRIALIZADA",71,6.88,2.64,05.06
1501,20033,"CALDO DE POLLO CON VERDURAS (SIN POLLO), PREPARACION ESTANDARIZADA",21.89,2.53,0.48,1.83
1502,20034,"CALDO DE PUERCO CON VERDURAS SIN PUERCO, PREPARACION ESTANDARIZADA",20.95,3.13,0.12,2.2
1503,20035,"CALDO DE RES (SIN RES), PREPARACION ESTANDARIZADA",11,0.32,0,2.52
1504,20036,"CALDO DE RES CON VERDURA (CON CARNE), PREPARACION ESTANDARIZADA",131.17,6.89,8.94,6.27
1505,20037,CARNE DE RES CON CHILE SECO (PROMEDIO),250.9,6.7,18.31,16.47
1506,20038,"CARNE DE RES FRITA O ASADA, PREPARACION ESTANDARIZADA",103.7,4.93,4.71,12.35
1507,20039,"CARNE DESMENUZADA DE RES CON HUEVO, PREPARACION ESTANDARIZADA",112.22,3.54,5.87,11.02
1508,20040,"CARNE PARA HAMBURGUESA FRITA, PREPARACION ESTANDARIZADA",237.66,2.27,19.13,13.98
1509,20041,"CARNITAS, PREPARACION ESTANDARIZADA",211.66,3.98,15.8,12.92
1510,20042,"CEBOLLA CON CHILE HABANERO, PREPARACION ESTANDARIZADA",29.96,6,0.13,0.57
1511,20043,"CEBOLLAS FRITAS, PREPARACION ESTANDARIZADA",87.9,8.79,5.75,01.01
1512,20044,"CECINA EN JITOMATE, PREPARACION ESTANDARIZADA",209.59,2.56,13.75,18.24
1513,20045,"CEREAL CON LECHE, PREPARACION ESTANDARIZADA",110.92,14.45,04.06,4.25
1514,20046,"CEVICHE DE CAMARON, PREPARACION ESTANDARIZADA",48.2,5.61,2.17,3.29
1515,20047,"CEVICHE DE PESCADO, PREPARACION ESTANDARIZADA",75.31,3.38,02.04,10.15
1516,20048,"CEVICHE DE SOYA, PREPARACION ESTANDARIZADA",101.61,11.85,2.99,9.63
1517,20049,"CEVICHE DE VERDURAS (ZANAHORIA, CAPSUT, CEBOLLA, CILANTRO), PREPARACION ESTANDARIZADA",60.72,7.78,3.6,1.2
1518,20050,"CHARALES ENTOMATADOS, PREPARACION ESTANDARIZADA",98.65,8.65,3.31,09.05
1519,20051,"CHAYOTES A LA MEXICANA, PREPARACION ESTANDARIZADA",32.94,05.02,1.42,0.82
1520,20052,"CHICHARRON EN SALSA  ROJA, PREPARACION ESTANDARIZADA",84.24,4.76,4.66,6.13
1521,20053,"CHICHARRON EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA",115.22,4.59,6.74,9.51
1522,20054,"CHICHARRON EN SALSA VERDE, PREPARACION ESTANDARIZADA",146.21,4.42,8.81,12.9
1523,20055,"CHICHARRON PRENSADO, PREPARACION ESTANDARIZADA",505.96,4.52,32.95,47.92
1524,20056,"CHICHILO, PREPARACION ESTANDARIZADA",133.49,5.89,8.2,9.25
1525,20057,"CHILACAYOTE CON PUERCO, PREPARACION ESTANDARIZADA",205.57,3.32,13.64,16.85
1526,20058,"CHILACAYOTE EN SALSA ROJA, PREPARACION ESTANDARIZADA",41.16,03.03,03.09,0.63
1527,20059,"CHILE RELLENO (PROMEDIO), PREPARACION ESTANDARIZADA",130.1,10.12,7.22,06.05
1528,20060,"CHILE RELLENO DE FRIJOL, PREPARACION ESTANDARIZADA",121.75,11.55,6.67,04.01
1529,20061,"CHILE RELLENO DE POLLO, PREPARACION ESTANDARIZADA",104.15,13.62,2.88,5.88
1530,20062,"CHILE RELLENO DE QUESO, PREPARACION ESTANDARIZADA",79.28,7.55,3.13,4.83
1531,20063,"CHILE RELLENO DE RES, PREPARACION ESTANDARIZADA",215.2,7.78,16.2,9.5
1532,20064,"CHILEATOLE SIN LECHE, PREPARACION ESTANDARIZADA",42.21,09.06,0.56,1.32
1533,20065,"CHILORIO, PREPARACION ESTANDARIZADA",405.17,5.77,38,9.22
1534,20066,"CHILPOSO, PREPARACION ESTANDARIZADA",153.04,5.16,7.77,15.24
1535,20067,"CHORIZO CON PAPAS, PREPARACION ESTANDARIZADA",216.08,11.9,14.7,8.55
1536,20068,"CLARA DE HUEVO FRITA, PREPARACION ESTANDARIZADA",124,0.66,8.79,9.92
1537,20069,"COCHINITA PIBIL, PREPARACION ESTANDARIZADA",126.75,3.77,7.72,10.09
1538,20070,"COCTEL DE CAMARONES, PREPARACION ESTANDARIZADA",90.07,11.01,3.66,3.64
1539,20071,"COCTEL DE FRUTAS (FRESA, UVA, KIWI, PLATANO Y DURAZNO), PREPARACION ESTANDARIZADA",70.26,17.6,0.25,0.86
1540,20072,"COCTEL DE FRUTAS (MANGO, DURAZNO, PI�A, MELON, CEREZA, FRESA Y AZUCAR), PREPARACION ESTANDARIZADA",66.63,16.79,0.23,0.56
1541,20073,"COCTEL DE FRUTAS (MELON, SANDIA Y PAPAYA), PREPARACION ESTANDARIZADA",32.9,7.75,0.12,0.61
1542,20074,"COCTEL DE FRUTAS (PAPAYA, MELON, PLATANO, FRESA, UVA, KIWI, MANGO, PI�A Y MIEL), PREPARACION ESTANDARIZADA",58.42,14.37,0.16,0.65
1543,20075,"COCTEL DE FRUTAS PROMEDIO, PREPARACION ESTANDARIZADA",57.05,14.13,0.19,0.67
1544,20076,"CONSOME DE SOYA, PREPARACION ESTANDARIZADA",67.54,5.6,3.12,05.04
1545,20077,"CREMA CONDENSADA DE ESPARRAGOS, INDUSTRIALIZADA",55.94,7.83,2.14,1.34
1546,20078,"CREMA CONDENSADA DE POLLO, INDUSTRIALIZADA",103.17,7.14,7.14,1.59
1547,20079,"CREMA DE APIO, PREPARACION ESTANDARIZADA",83.16,6.47,5.34,2.19
1548,20080,"CREMA DE BROCOLI, PREPARACION ESTANDARIZADA",77.94,5.92,5,2.49
1549,20081,"CREMA DE CALABAZA, PREPARACION ESTANDARIZADA",49.2,4.36,3.52,0.45
1550,20082,"CREMA DE CHAMPINONES, PREPARACION ESTANDARIZADA",56.68,4.89,2.94,2.6
1551,20083,"CREMA DE CHICHARO, PREPARACION ESTANDARIZADA",54.03,06.08,2.2,2.48
1552,20084,"CREMA DE ELOTE BLANCO, PREPARACION ESTANDARIZADA",177.45,22.21,8.23,4.22
1553,20085,"CREMA DE ESPARRAGO, PREPARACION ESTANDARIZADA",56.59,2.23,4.48,1.96
1554,20086,"CREMA DE ESPINACA, PREPARACION ESTANDARIZADA",74.57,06.08,4.26,3.13
1555,20087,"CREMA DE FLOR DE CALABAZA, PREPARACION ESTANDARIZADA",101.68,3.6,8.83,02.07
1556,20088,"CREMA DE JITOMATE, PREPARACION ESTANDARIZADA",56.51,5.44,03.02,2.11
1557,20089,"CREMA DE VERDURAS (PROMEDIO), PREPARACION ESTANDARIZADA",66.05,5.2,4.14,2.13
1558,20090,"CREMA DE VERDURAS Y CEBADA (PROMEDIO), INDUSTRIALIZADA",61,8.2,1.4,3.9
1559,20091,"CREMA DE ZANAHORIA, PREPARACION ESTANDARIZADA",50.19,6.89,1.84,1.84
1560,20092,"CREPA DE CHAMPINONES CON QUESO, PREPARACION ESTANDARIZADA",125.39,8.97,6.69,7.24
1561,20093,"CREPA DE JAMON CON QUESO CREMA, PREPARACION ESTANDARIZADA",230.31,10.69,17.34,8.49
1562,20094,"CREPA DE JAMON CON QUESO MANCHEGO, PREPARACION ESTANDARIZADA",219.66,13.78,13.54,10.54
1563,20095,"CREPA DE QUESO CON CHAMPINONES, PREPARACION ESTANDARIZADA",170.48,13.56,09.02,8.54
1564,20096,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA",203.93,25.8,9.44,4.98
1565,20097,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA",213.62,27.64,10.18,4.39
1566,20098,"CREPA POBLANA, PREPARACION ESTANDARIZADA",181.92,23.11,6.78,7.77
1567,20099,"CREPA SALADA (TODOS SABORES), PREPARACION ESTANDARIZADA",182.73,8.93,11.39,11.29
1568,20100,"CROQUETAS DE ATUN, PREPARACION ESTANDARIZADA",364.56,13.93,30.67,13.06
1569,20101,"CROQUETAS DE ESPINACA, PREPARACION ESTANDARIZADA",245.77,7.33,21.65,6.96
1570,20102,"CUERNITO CON JAMON O POLLO, PREPARACION ESTANDARIZADA",440.35,22.86,33.8,11.27
1571,20103,"DISCADA, PREPARACION ESTANDARIZADA",170.85,2.9,11.68,8.47
1572,20104,"EMPANADA DE GUISADO, PREPARACION ESTANDARIZADA",230.25,26.5,9.73,9.12
1573,20105,"EMPANADAS DE QUESO, PREPARACION ESTANDARIZADA",379.38,22.29,28.49,7.67
1574,20106,"ENSALADA DE ATUN, INDUSTRIALIZADA",187,9.41,9.26,16.04
1575,20107,"ENSALADA DE ATUN, PREPARACION ESTANDARIZADA",107.91,4,6.22,11.9
1576,20108,"ENSALADA DE COL O REPOLLO, INDUSTRIALIZADA",124.5,18.42,5.26,0.87
1577,20109,"ENSALADA DE COL, PREPARACION ESTANDARIZADA",17.58,04.07,0.12,0.74
1578,20110,"ENSALADA DE LECHUGA CON ADEREZO, PREPARACION ESTANDARIZADA",49.84,05.02,3.48,01.02
1579,20111,"ENSALADA DE NOPALES, PREPARACION ESTANDARIZADA",77.79,5.25,4.22,4.53
